pair_gender,pair_race,FA_gender,LA_gender,FA_race,LA_race,JIF,year,num_citations,log_num_citations,citation_rate,log_citation_rate,WC,num_cited_refs,WC_1st,Country,global_north,article_id
MM,NW,M,M,N,W,16,2000,9,2.1972245773362196,0.375,-0.9808292530117262,Ecology; Evolutionary Biology; Genetics & Heredity,79,Ecology,united kingdom (great britain),1,31887
MM,NW,M,M,N,W,8,2000,7,1.9459101490553132,0.2916666666666667,-1.2321436812926323,"Physics, Multidisciplinary",17,"Physics, Multidisciplinary",spain,1,18847
WM,WW,W,M,W,W,1,2000,42,3.737669618283368,1.75,0.5596157879354227,"Computer Science, Interdisciplinary Applications; Physics, Mathematical",13,"Computer Science, Interdisciplinary Applications",poland,1,16716
MM,WW,M,M,W,W,3,2000,7,1.9459101490553132,0.2916666666666667,-1.2321436812926323,Parasitology,46,Parasitology,united kingdom (great britain),1,76891
MM,WW,M,M,W,W,23,2000,20,2.995732273553991,0.8333333333333334,-0.1823215567939546,"Physics, Multidisciplinary",307,"Physics, Multidisciplinary",israel,1,33574
MM,WW,M,M,W,W,4,2001,6,1.791759469228055,0.2608695652173913,-1.3437347467010947,Ecology; Environmental Sciences,46,Ecology,canada,1,79797
MM,WN,M,M,W,N,4,2001,15,2.70805020110221,0.6521739130434783,-0.4274440148269396,Biodiversity Conservation; Ecology; Environmental Sciences,34,Biodiversity Conservation,spain,1,108094
WM,WW,W,M,W,W,63,2001,38,3.6375861597263857,1.6521739130434785,0.5020919437972361,"Medicine, General & Internal",30,"Medicine, General & Internal",usa,1,89922
MM,WW,M,M,W,W,3,2001,6,1.791759469228055,0.2608695652173913,-1.3437347467010947,Biology; Ecology; Evolutionary Biology,14,Biology,united kingdom (great britain),1,15082
MM,WW,M,M,W,W,3,2001,6,1.791759469228055,0.2608695652173913,-1.3437347467010947,Health Care Sciences & Services; Health Policy & Services,33,Health Care Sciences & Services,netherlands,1,16467
WM,WW,W,M,W,W,3,2001,12,2.4849066497880004,0.5217391304347826,-0.6505875661411494,"Mathematics, Applied",16,"Mathematics, Applied",italy,1,22339
MM,WW,M,M,W,W,50,2001,9,2.1972245773362196,0.391304347826087,-0.9382696385929302,Multidisciplinary Sciences,92,Multidisciplinary Sciences,canada,1,38160
MM,WW,M,M,W,W,8,2001,7,1.9459101490553132,0.30434782608695654,-1.1895840668738362,Microbiology,86,Microbiology,usa,1,33805
MM,WW,M,M,W,W,2,2001,41,3.713572066704308,1.7826086956521738,0.578077850775158,Parasitology; Tropical Medicine,108,Parasitology,usa,1,15966
MM,WW,M,M,W,W,10,2001,14,2.6390573296152584,0.6086956521739131,-0.496436886313891,"Environmental Sciences; Public, Environmental & Occupational Health; Toxicology",186,Environmental Sciences,usa,1,31642
MM,WW,M,M,W,W,2,2000,36,3.58351893845611,1.5,0.4054651081081644,"Automation & Control Systems; Operations Research & Management Science; Mathematics, Applied",13,Automation & Control Systems,germany,1,16855
MM,NN,M,M,N,N,2,2001,10,2.302585092994046,0.43478260869565216,-0.832909122935104,Mathematics,19,Mathematics,peoples r china,0,137125
MM,WN,M,M,W,N,0,2001,10,2.302585092994046,0.43478260869565216,-0.832909122935104,Mathematics,20,Mathematics,usa,1,34557
WW,WW,W,W,W,W,3,2001,7,1.9459101490553132,0.30434782608695654,-1.1895840668738362,Biology; Ecology; Evolutionary Biology,77,Biology,united kingdom (great britain),1,70164
MM,WW,M,M,W,W,50,2001,7,1.9459101490553132,0.30434782608695654,-1.1895840668738362,Multidisciplinary Sciences,51,Multidisciplinary Sciences,switzerland,1,79937
MM,WW,M,M,W,W,4,2001,9,2.1972245773362196,0.391304347826087,-0.9382696385929302,"Ecology; Geography, Physical; Geosciences, Multidisciplinary",63,Ecology,canada,1,79063
WM,WW,W,M,W,W,16,2001,9,2.1972245773362196,0.391304347826087,-0.9382696385929302,Ecology; Evolutionary Biology; Genetics & Heredity,32,Ecology,usa,1,18239
WM,NW,W,M,N,W,6,2001,27,3.295836866004329,1.173913043478261,0.16034265007517948,Biochemistry & Molecular Biology; Biotechnology & Applied Microbiology; Genetics & Heredity,43,Biochemistry & Molecular Biology,usa,1,49815
MW,WW,M,W,W,W,1,2001,8,2.0794415416798357,0.34782608695652173,-1.0560526742493137,Statistics & Probability,20,Statistics & Probability,finland,1,24982
MM,WW,M,M,W,W,8,2001,6,1.791759469228055,0.2608695652173913,-1.3437347467010947,"Physics, Multidisciplinary",25,"Physics, Multidisciplinary",germany,1,132391
MM,WW,M,M,W,W,11,2001,7,1.9459101490553132,0.30434782608695654,-1.1895840668738362,Biology,164,Biology,canada,1,41152
MM,WW,M,M,W,W,1,2001,6,1.791759469228055,0.2608695652173913,-1.3437347467010947,Ecology; Zoology,55,Ecology,usa,1,84054
MM,WW,M,M,W,W,7,2001,81,4.394449154672439,3.5217391304347827,1.258954938743289,Immunology; Infectious Diseases,60,Immunology,usa,1,31865
MM,WW,M,M,W,W,7,2001,6,1.791759469228055,0.2608695652173913,-1.3437347467010947,Immunology; Infectious Diseases,25,Immunology,usa,1,47121
MM,WW,M,M,W,W,7,2001,6,1.791759469228055,0.2608695652173913,-1.3437347467010947,Immunology; Infectious Diseases,9,Immunology,usa,1,101121
MM,WN,M,M,W,N,9,2001,6,1.791759469228055,0.2608695652173913,-1.3437347467010947,Multidisciplinary Sciences,51,Multidisciplinary Sciences,usa,1,41150
MW,WW,M,W,W,W,11,2001,22,3.091042453358316,0.9565217391304348,-0.04445176257083381,Biochemistry & Molecular Biology; Evolutionary Biology; Genetics & Heredity,56,Biochemistry & Molecular Biology,usa,1,84736
MW,WW,M,W,W,W,96,2001,15,2.70805020110221,0.6521739130434783,-0.4274440148269396,"Medicine, General & Internal",45,"Medicine, General & Internal",usa,1,29276
MM,WW,M,M,W,W,1,2001,13,2.5649493574615367,0.5652173913043478,-0.570544858467613,"Public, Environmental & Occupational Health; Tropical Medicine",44,"Public, Environmental & Occupational Health",usa,1,37297
MW,WW,M,W,W,W,50,2001,347,5.849324779946859,15.08695652173913,2.7138305640177096,Multidisciplinary Sciences,14,Multidisciplinary Sciences,sweden,1,13773
MM,WW,M,M,W,W,4,2001,9,2.1972245773362196,0.391304347826087,-0.9382696385929302,Sociology,73,Sociology,usa,1,22042
MM,WW,M,M,W,W,44,2001,53,3.970291913552122,2.3043478260869565,0.8347976976229722,Multidisciplinary Sciences,36,Multidisciplinary Sciences,united kingdom (great britain),1,36790
WW,WW,W,W,W,W,1,2000,7,1.9459101490553132,0.2916666666666667,-1.2321436812926323,Ecology; Evolutionary Biology; Genetics & Heredity,14,Ecology,usa,1,121376
MM,WW,M,M,W,W,5,2001,8,2.0794415416798357,0.34782608695652173,-1.0560526742493137,Biology,140,Biology,united kingdom (great britain),1,82916
MM,WW,M,M,W,W,2,2001,6,1.791759469228055,0.2608695652173913,-1.3437347467010947,Immunology; Microbiology; Respiratory System,76,Immunology,united kingdom (great britain),1,71160
MM,NN,M,M,N,N,4,2001,7,1.9459101490553132,0.30434782608695654,-1.1895840668738362,"Immunology; Medicine, Research & Experimental",188,Immunology,belgium,1,76301
MM,WW,M,M,W,W,3,2001,29,3.367295829986474,1.2608695652173914,0.2318016140573244,"Chemistry, Physical; Physics, Atomic, Molecular & Chemical",12,"Chemistry, Physical",usa,1,20100
MM,WW,M,M,W,W,2,2001,28,3.332204510175204,1.2173913043478262,0.1967102942460543,Parasitology,150,Parasitology,united kingdom (great britain),1,71714
MM,WW,M,M,W,W,11,2001,18,2.8903717578961645,0.782608695652174,-0.24512245803298496,Biochemistry & Molecular Biology; Evolutionary Biology; Genetics & Heredity,42,Biochemistry & Molecular Biology,usa,1,16708
MM,WW,M,M,W,W,3,2001,7,1.9459101490553132,0.30434782608695654,-1.1895840668738362,Biology; Ecology; Evolutionary Biology,30,Biology,new zealand,1,18702
WW,WW,W,W,W,W,7,2001,20,2.995732273553991,0.8695652173913043,-0.13976194237515874,Parasitology,30,Parasitology,switzerland,1,46341
MM,WW,M,M,W,W,3,2001,6,1.791759469228055,0.2608695652173913,-1.3437347467010947,Biotechnology & Applied Microbiology; Virology,41,Biotechnology & Applied Microbiology,united kingdom (great britain),1,30329
WW,WW,W,W,W,W,4,2001,15,2.70805020110221,0.6521739130434783,-0.4274440148269396,"Public, Environmental & Occupational Health; Medicine, General & Internal",33,"Public, Environmental & Occupational Health",usa,1,92238
MM,WW,M,M,W,W,8,2001,12,2.4849066497880004,0.5217391304347826,-0.6505875661411494,"Physics, Multidisciplinary",17,"Physics, Multidisciplinary",germany,1,17263
WW,WW,W,W,W,W,5,2001,7,1.9459101490553132,0.30434782608695654,-1.1895840668738362,Biology,82,Biology,united kingdom (great britain),1,43841
MM,WN,M,M,W,N,4,2001,7,1.9459101490553132,0.30434782608695654,-1.1895840668738362,Virology,57,Virology,france,1,109724
MW,WW,M,W,W,W,1,2001,11,2.3978952727983707,0.4782608695652174,-0.7375989431307791,"Public, Environmental & Occupational Health; Tropical Medicine",17,"Public, Environmental & Occupational Health",argentina,0,73001
MW,WW,M,W,W,W,1,2001,12,2.4849066497880004,0.5217391304347826,-0.6505875661411494,"Mathematics, Interdisciplinary Applications; Multidisciplinary Sciences",13,"Mathematics, Interdisciplinary Applications",canada,1,23026
MM,NW,M,M,N,W,3,2001,4,1.3862943611198906,0.17391304347826086,-1.749199854809259,Zoology,15,Zoology,usa,1,15958
WM,WW,W,M,W,W,7,2001,6,1.791759469228055,0.2608695652173913,-1.3437347467010947,Immunology; Infectious Diseases,11,Immunology,usa,1,82568
MM,WW,M,M,W,W,7,2001,6,1.791759469228055,0.2608695652173913,-1.3437347467010947,Immunology; Infectious Diseases,19,Immunology,usa,1,112178
MM,NW,M,M,N,W,93,2001,6,1.791759469228055,0.2608695652173913,-1.3437347467010947,"Medicine, General & Internal",17,"Medicine, General & Internal",india,0,146544
MM,WW,M,M,W,W,3,2001,24,3.1780538303479458,1.0434782608695652,0.0425596144187959,Biology; Ecology; Evolutionary Biology,52,Biology,united kingdom (great britain),1,16707
MM,WW,M,M,W,W,5,2001,6,1.791759469228055,0.2608695652173913,-1.3437347467010947,Business; Economics; Environmental Studies,69,Business,canada,1,71114
MM,WW,M,M,W,W,44,2001,10,2.302585092994046,0.43478260869565216,-0.832909122935104,Multidisciplinary Sciences,76,Multidisciplinary Sciences,usa,1,74090
MM,WW,M,M,W,W,44,2001,12,2.4849066497880004,0.5217391304347826,-0.6505875661411494,Multidisciplinary Sciences,26,Multidisciplinary Sciences,usa,1,34943
MM,WW,M,M,W,W,10,2001,65,4.174387269895637,2.8260869565217392,1.0388930539664876,"Mathematics, Applied",14,"Mathematics, Applied",united kingdom (great britain),1,16909
MM,WW,M,M,W,W,4,2001,8,2.0794415416798357,0.34782608695652173,-1.0560526742493137,"Public, Environmental & Occupational Health; Medicine, General & Internal",32,"Public, Environmental & Occupational Health",usa,1,43035
MM,WW,M,M,W,W,1,2001,23,3.1354942159291497,1,0,Biology; Mathematical & Computational Biology,44,Biology,germany,1,49486
MM,NW,M,M,N,W,9,2001,9,2.1972245773362196,0.391304347826087,-0.9382696385929302,Plant Sciences,188,Plant Sciences,spain,1,130100
MM,WW,M,M,W,W,1,2001,7,1.9459101490553132,0.30434782608695654,-1.1895840668738362,Zoology,160,Zoology,canada,1,15953
MM,WW,M,M,W,W,4,2001,29,3.367295829986474,1.2608695652173914,0.2318016140573244,"Biochemical Research Methods; Biotechnology & Applied Microbiology; Computer Science, Interdisciplinary Applications; Mathematical & Computational Biology; Statistics & Probability",16,Biochemical Research Methods,usa,1,29173
MW,WW,M,W,W,W,98,2001,6,1.791759469228055,0.2608695652173913,-1.3437347467010947,"Medicine, General & Internal",21,"Medicine, General & Internal",germany,1,22970
MM,WW,M,M,W,W,2,2001,9,2.1972245773362196,0.391304347826087,-0.9382696385929302,Entomology; Veterinary Sciences,46,Entomology,usa,1,26352
MM,WW,M,M,W,W,3,2001,15,2.70805020110221,0.6521739130434783,-0.4274440148269396,Biotechnology & Applied Microbiology; Microbiology,41,Biotechnology & Applied Microbiology,united kingdom (great britain),1,32454
MM,WW,M,M,W,W,50,2001,10,2.302585092994046,0.43478260869565216,-0.832909122935104,Multidisciplinary Sciences,61,Multidisciplinary Sciences,netherlands,1,17440
WW,WW,W,W,W,W,5,2001,11,2.3978952727983707,0.4782608695652174,-0.7375989431307791,Biodiversity Conservation; Ecology; Environmental Sciences,95,Biodiversity Conservation,usa,1,15946
MM,WW,M,M,W,W,1,2001,7,1.9459101490553132,0.30434782608695654,-1.1895840668738362,"Mathematics, Interdisciplinary Applications; Social Sciences, Mathematical Methods; Sociology",30,"Mathematics, Interdisciplinary Applications",usa,1,86897
MM,WW,M,M,W,W,8,2001,53,3.970291913552122,2.3043478260869565,0.8347976976229722,"Physics, Multidisciplinary",25,"Physics, Multidisciplinary",france,1,17581
MM,WW,M,M,W,W,2,2001,10,2.302585092994046,0.43478260869565216,-0.832909122935104,Meteorology & Atmospheric Sciences,58,Meteorology & Atmospheric Sciences,usa,1,33266
MM,WW,M,M,W,W,7,2001,19,2.9444389791664403,0.8260869565217391,-0.1910552367627092,Immunology; Infectious Diseases,36,Immunology,usa,1,15943
MM,NN,M,M,N,N,3,2001,8,2.0794415416798357,0.34782608695652173,-1.0560526742493137,Pediatrics,17,Pediatrics,mexico,0,25493
WW,WW,W,W,W,W,98,2001,21,3.044522437723423,0.9130434782608696,-0.09097177820572676,"Medicine, General & Internal",26,"Medicine, General & Internal",united kingdom (great britain),1,35322
MM,WW,M,M,W,W,98,2001,7,1.9459101490553132,0.30434782608695654,-1.1895840668738362,"Medicine, General & Internal",5,"Medicine, General & Internal",united kingdom (great britain),1,90091
MW,WW,M,W,W,W,63,2001,8,2.0794415416798357,0.34782608695652173,-1.0560526742493137,"Medicine, General & Internal",50,"Medicine, General & Internal",usa,1,98602
WW,NN,W,W,N,N,3,2001,112,4.718498871295094,4.869565217391305,1.583004655365945,Infectious Diseases,26,Infectious Diseases,brazil,0,33636
MM,WW,M,M,W,W,50,2001,160,5.075173815233827,6.956521739130435,1.9396795993046771,Multidisciplinary Sciences,50,Multidisciplinary Sciences,united kingdom (great britain),1,17899
MM,WW,M,M,W,W,2,2001,74,4.30406509320417,3.217391304347826,1.16857087727502,Business,37,Business,israel,1,17146
MM,WW,M,M,W,W,44,2001,12,2.4849066497880004,0.5217391304347826,-0.6505875661411494,Multidisciplinary Sciences,40,Multidisciplinary Sciences,usa,1,98309
MM,WN,M,M,W,N,2,2001,10,2.302585092994046,0.43478260869565216,-0.832909122935104,Virology,34,Virology,usa,1,77821
MM,WW,M,M,W,W,11,2002,6,1.791759469228055,0.2727272727272727,-1.2992829841302609,Biochemistry & Molecular Biology; Evolutionary Biology; Genetics & Heredity,47,Biochemistry & Molecular Biology,usa,1,98307
MM,WW,M,M,W,W,50,2002,7,1.9459101490553132,0.3181818181818182,-1.1451323043030026,Multidisciplinary Sciences,28,Multidisciplinary Sciences,switzerland,1,17547
MM,WW,M,M,W,W,2,2001,13,2.5649493574615367,0.5652173913043478,-0.570544858467613,Marine & Freshwater Biology,147,Marine & Freshwater Biology,usa,1,110585
MM,WW,M,M,W,W,1,2002,8,2.0794415416798357,0.3636363636363637,-1.01160091167848,"Mathematics, Applied; Mathematics",17,"Mathematics, Applied",germany,1,42803
MM,WW,M,M,W,W,15,2002,15,2.70805020110221,0.6818181818181818,-0.38299225225610584,Entomology,217,Entomology,usa,1,25425
MM,WW,M,M,W,W,50,2002,9,2.1972245773362196,0.4090909090909091,-0.8938178760220964,Multidisciplinary Sciences,22,Multidisciplinary Sciences,germany,1,17208
MM,WW,M,M,W,W,5,2002,11,2.3978952727983707,0.5,-0.6931471805599453,Immunology; Infectious Diseases; Microbiology,35,Immunology,united kingdom (great britain),1,76566
MM,WW,M,M,W,W,2,2001,6,1.791759469228055,0.2608695652173913,-1.3437347467010947,"Public, Environmental & Occupational Health; Infectious Diseases",13,"Public, Environmental & Occupational Health",usa,1,109426
MW,WW,M,W,W,W,50,2002,15,2.70805020110221,0.6818181818181818,-0.38299225225610584,Multidisciplinary Sciences,47,Multidisciplinary Sciences,usa,1,17981
MM,WW,M,M,W,W,2,2002,10,2.302585092994046,0.4545454545454546,-0.7884573603642702,Ecology; Evolutionary Biology; Genetics & Heredity,68,Ecology,spain,1,36578
MM,NN,M,M,N,N,8,2002,23,3.1354942159291497,1.0454545454545454,0.04445176257083379,"Physics, Multidisciplinary",25,"Physics, Multidisciplinary",spain,1,13766
MM,WW,M,M,W,W,4,2001,6,1.791759469228055,0.2608695652173913,-1.3437347467010947,Biochemical Research Methods; Biochemistry & Molecular Biology,11,Biochemical Research Methods,usa,1,17646
MM,WW,M,M,W,W,4,2001,9,2.1972245773362196,0.391304347826087,-0.9382696385929302,"Public, Environmental & Occupational Health; Multidisciplinary Sciences",33,"Public, Environmental & Occupational Health",usa,1,15084
WW,WW,W,W,W,W,1,2002,13,2.5649493574615367,0.5909090909090909,-0.5260930958967791,Biology; Mathematical & Computational Biology,16,Biology,italy,1,87503
MM,WN,M,M,W,N,4,2002,6,1.791759469228055,0.2727272727272727,-1.2992829841302609,"Biochemical Research Methods; Biotechnology & Applied Microbiology; Computer Science, Interdisciplinary Applications; Mathematical & Computational Biology; Statistics & Probability",41,Biochemical Research Methods,usa,1,16466
MM,WW,M,M,W,W,9,2002,12,2.4849066497880004,0.5454545454545454,-0.6061358035703156,Multidisciplinary Sciences,26,Multidisciplinary Sciences,usa,1,71379
MM,WN,M,M,W,N,98,2002,8,2.0794415416798357,0.3636363636363637,-1.01160091167848,"Medicine, General & Internal",43,"Medicine, General & Internal",switzerland,1,117614
MM,WW,M,M,W,W,2,2002,7,1.9459101490553132,0.3181818181818182,-1.1451323043030026,Virology,104,Virology,usa,1,109335
MM,WW,M,M,W,W,2,2002,6,1.791759469228055,0.2727272727272727,-1.2992829841302609,Plant Sciences,32,Plant Sciences,usa,1,84532
MM,WW,M,M,W,W,8,2002,14,2.6390573296152584,0.6363636363636364,-0.45198512374305727,"Physics, Multidisciplinary",24,"Physics, Multidisciplinary",germany,1,13761
MM,WN,M,M,W,N,8,2002,23,3.1354942159291497,1.0454545454545454,0.04445176257083379,"Physics, Multidisciplinary",25,"Physics, Multidisciplinary",usa,1,13758
MM,WW,M,M,W,W,3,2002,8,2.0794415416798357,0.3636363636363637,-1.01160091167848,Biology; Ecology; Evolutionary Biology,29,Biology,united kingdom (great britain),1,72263
MM,NN,M,M,N,N,2,2002,7,1.9459101490553132,0.3181818181818182,-1.1451323043030026,Immunology; Infectious Diseases; Microbiology,22,Immunology,malaysia,0,77163
MW,WW,M,W,W,W,5,2002,6,1.791759469228055,0.2727272727272727,-1.2992829841302609,Immunology; Infectious Diseases; Microbiology,48,Immunology,israel,1,62457
MM,WW,M,M,W,W,4,2002,12,2.4849066497880004,0.5454545454545454,-0.6061358035703156,"Biochemical Research Methods; Biotechnology & Applied Microbiology; Computer Science, Interdisciplinary Applications; Mathematical & Computational Biology; Statistics & Probability",23,Biochemical Research Methods,germany,1,51687
WM,NW,W,M,N,W,4,2002,6,1.791759469228055,0.2727272727272727,-1.2992829841302609,"Immunology; Medicine, Research & Experimental",42,Immunology,australia,1,67682
MM,WW,M,M,W,W,3,2002,6,1.791759469228055,0.2727272727272727,-1.2992829841302609,Genetics & Heredity,44,Genetics & Heredity,united kingdom (great britain),1,51638
MM,WW,M,M,W,W,5,2002,27,3.295836866004329,1.2272727272727273,0.2047944126460132,Biodiversity Conservation; Ecology,44,Biodiversity Conservation,norway,1,36577
MM,WW,M,M,W,W,1,2002,7,1.9459101490553132,0.3181818181818182,-1.1451323043030026,Veterinary Sciences,45,Veterinary Sciences,sweden,1,76969
MM,WW,M,M,W,W,1,2002,29,3.367295829986474,1.318181818181818,0.27625337662815813,Veterinary Sciences,104,Veterinary Sciences,canada,1,15927
MM,WW,M,M,W,W,1,2002,7,1.9459101490553132,0.3181818181818182,-1.1451323043030026,Veterinary Sciences,141,Veterinary Sciences,usa,1,77274
MM,WW,M,M,W,W,16,2002,6,1.791759469228055,0.2727272727272727,-1.2992829841302609,Ecology; Evolutionary Biology; Genetics & Heredity,98,Ecology,united kingdom (great britain),1,50872
MM,WW,M,M,W,W,9,2002,19,2.9444389791664403,0.8636363636363636,-0.1466034741918754,Multidisciplinary Sciences,24,Multidisciplinary Sciences,usa,1,42852
MW,WW,M,W,W,W,9,2002,17,2.833213344056216,0.7727272727272727,-0.2578291093020998,Multidisciplinary Sciences,60,Multidisciplinary Sciences,united kingdom (great britain),1,15924
MM,WW,M,M,W,W,3,2002,10,2.302585092994046,0.4545454545454546,-0.7884573603642702,Biology; Ecology; Evolutionary Biology,65,Biology,united kingdom (great britain),1,86206
MW,WW,M,W,W,W,4,2002,10,2.302585092994046,0.4545454545454546,-0.7884573603642702,Ecology,33,Ecology,usa,1,48986
WW,WW,W,W,W,W,2,2002,6,1.791759469228055,0.2727272727272727,-1.2992829841302609,Ecology; Marine & Freshwater Biology; Oceanography,40,Ecology,united kingdom (great britain),1,119218
MW,WW,M,W,W,W,7,2002,49,3.8918202981106265,2.227272727272727,0.8007778447523106,Ecology,87,Ecology,united kingdom (great britain),1,12389
MM,WW,M,M,W,W,39,2002,11,2.3978952727983707,0.5,-0.6931471805599453,Genetics & Heredity,102,Genetics & Heredity,usa,1,66595
WW,WW,W,W,W,W,1,2002,9,2.1972245773362196,0.4090909090909091,-0.8938178760220964,Veterinary Sciences,28,Veterinary Sciences,canada,1,94798
